iter	Passed	Remaining
1657	631950	59840
1658	632067	59434
1659	632133	59024
1660	632245	58618
1661	632335	58211
1662	632451	57806
1663	632584	57404
1664	632690	56999
1665	632790	56594
1666	632897	56190
1667	632974	55783
1668	633055	55378
1669	633133	54972
1670	633195	54566
1671	633297	54163
1672	633397	53761
1673	633503	53359
1674	633602	52957
1675	633695	52555
1676	633819	52156
1677	633944	51758
1678	634098	51362
1679	634193	50962
1680	634345	50566
1681	634446	50167
1682	634530	49767
1683	634628	49368
1684	634714	48969
1685	634836	48572
1686	634928	48174
1687	635036	47778
1688	635129	47380
1689	635236	46984
1690	635335	46588
1691	635435	46192
1692	635543	45798
1693	635661	45404
1694	635750	45008
1695	635845	44614
1696	635950	44220
1697	636080	43828
1698	636184	43435
1699	636273	43042
1700	636340	42647
1701	636483	42257
1702	636579	41865
1703	636695	41474
1704	636769	41081
1705	636855	40690
1706	636998	40302
1707	637113	39912
1708	637188	39521
1709	637280	39131
1710	637369	38741
1711	637479	38353
1712	637562	37963
35837	4656
1726	536114	4346
1727	536588	4036
1728	536689	3724
1729	536854	3413
1730	536939	3101
1731	537238	2791
1732	537436	2480
1733	537690	2170
1734	537972	1860
1735	538244	1550
1736	538433	1239
1737	538760	929
1738	539113	620
1739	539375	309
1740	539883	0
	10029
1743	529969	9724
1744	530150	9418
1745	530161	9109
1746	530440	8805
1747	530578	8498
1748	530637	8191
1749	530998	7889
1750	531420	7587
1751	531546	7281
1752	532089	6981
1753	532288	6676
1754	532444	6371
1755	532918	6069
1756	533141	5765
1757	533345	5460
1758	533553	5156
1759	533781	4852
1760	533846	4547
1761	534176	4244
1762	534287	3939
1763	534603	3636
1764	534771	3332
1765	535097	3029
1766	535354	2726
1767	535421	2422
1768	535499	2118
1769	535710	1815
1770	536013	1513
1771	536467	1210
1772	536691	908
1773	536921	605
1774	537093	302
1775	537355	0
9495
1774	480459	39248
1775	480493	38958
1776	480697	38683
1777	481126	38425
1778	481744	38182
1779	482288	37932
1780	482685	37671
1781	483193	37419
1782	483437	37145
1783	483583	36865
1784	483678	36580
1785	483830	36300
1786	484523	36061
1787	485142	35815
1788	485607	35558
1789	485787	35280
1790	486032	35007
1791	486298	34735
1792	486324	34446
1793	486618	34177
1794	486663	33890
1795	488073	33697
1796	488238	33418
1797	488770	33164
1798	488945	32886
1799	489204	32613
1800	489553	32346
1801	490021	32088
1802	490231	31812
1803	490582	31545
1804	490840	31272
1805	491086	30998
1806	491509	30736
1807	491735	30461
1808	491937	30185
1809	492163	29910
1810	492377	29635
1811	492718	29367
1812	493037	29098
1813	493209	28820
1814	493367	28541
1815	493655	28271
1816	493888	27997
1817	494114	27722
1818	494241	27442
1819	494926	27193
1820	495149	26919
1821	495367	26644
1822	495558	26368
1823	495775	26093
1824	496062	25822
1825	496273	25547
1826	496486	25272
1827	496906	25008
1828	496914	24723
1829	496983	24441
1830	497116	24163
1831	497328	23889
1832	498406	23655
1833	498886	23393
1834	499203	23123
1835	499607	22857
1836	499623	22574
1837	499718	22294
1838	499730	22010
1839	500113	21744
1840	500274	21467
1841	500698	21202
1842	501104	20936
1843	501135	20654
1844	501390	20381
1845	501696	20111
1846	502089	19844
1847	502163	19564
1848	502558	19297
1849	502890	19028
1850	503100	18754
1851	503352	18481
1852	503551	18207
1853	503952	17940
1854	503961	17659
1855	504151	17384
1856	504270	17107
1857	504494	16834
1858	504814	16564
1859	505240	16298
1860	505423	16023
1861	505550	15747
1862	505941	15479
1863	506365	15212
1864	506548	14938
1865	507806	14695
1866	507843	14416
1867	508116	14144
1868	508439	13873
1869	509148	13613
1870	509485	13343
1871	509701	13069
1872	510194	12802
1873	510452	12529
1874	510546	12253
1875	510677	11977
1876	511220	11711
1877	511380	11436
1878	511624	11163
1879	511814	10889
1880	511943	10614
1881	512200	10341
1882	512580	10071
1883	512710	9797
1884	512718	9519
1885	513032	9248
1886	513253	8975
1887	513415	8701
1888	513452	8426
1889	513500	8150
1890	514474	7889
1891	514933	7620
1892	515411	7351
1893	515485	7076
1894	515665	6802
1895	515915	6530
1896	516114	6257
1897	516369	5985
1898	516579	5712
1899	516593	5437
1900	516670	5163
1901	516889	4891
1902	516987	4618
1903	517023	4344
1904	517299	4073
1905	517645	3802
1906	517885	3530
1907	518082	3258
1908	518425	2987
1909	518566	2715
1910	518950	2444
1911	519310	2172
1912	519576	1901
1913	520142	1630
1914	520204	1358
1915	520372	1086
1916	520738	814
1917	520838	543
1918	520994	271
1919	521081	0
263	6992
1932	375804	6804
1933	376049	6610
1934	376111	6414
1935	376499	6223
1936	376733	6029
1937	377424	5842
1938	377800	5650
1939	378112	5457
1940	378121	5259
1941	378224	5063
1942	378419	4869
1943	378429	4671
1944	378436	4475
1945	378669	4280
1946	378691	4084
1947	378853	3889
1948	379120	3695
1949	379131	3499
1950	379176	3303
1951	379186	3108
1952	379209	2912
1953	379238	2717
1954	379522	2523
1955	379669	2329
1956	380198	2137
1957	380519	1943
1958	380866	1749
1959	380877	1554
1960	380992	1359
1961	381005	1165
1962	381084	970
1963	381141	776
1964	381449	582
1965	381464	388
1966	381664	194
1967	381673	0
